PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2016,11636,Disney Mini Voces La Banda,Fzero Srl,Video Clip,28/6/2016,28/06/2016,LANTERI JULIETA 1600,LANTERI JULIETA,1600,PUERTO MADERO,COMUNA 1,,,"-58,36030234","-34,61599694"
2016,11637,Nafta Super,Crudo Films Srl,Programa Televisivo,29/6/2016,29/06/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11638,Que Piensan Los Que No Piensan Como Yo?,Educar Se,Programa Televisivo,29/6/2016,29/06/2016,VELEZ SARSFIELD AV. 405,VELEZ SARSFIELD AV.,405,PARQUE PATRICIOS,COMUNA 4,1282,C1282AFE,"-58,39006753","-34,63922954"
2016,11639,Nafta Super,Crudo Films Srl,Programa Televisivo,30/6/2016,30/06/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11640,Que Piensan Los Que No Piensan Como Yo?,Educar Se,Programa Televisivo,30/6/2016,30/06/2016,FRAGATA PRES. SARMIENTO 1023,FRAGATA PRES. SARMIENTO,1023,CABALLITO,COMUNA 6,1405,C1405APM,"-58,45432308","-34,61245731"
2016,11641,Nafta Super,Crudo Films Srl,Programa Televisivo,1/7/2016,01/07/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11642,Que Piensan Los Que No Piensan Como Yo?,Educar Se,Programa Televisivo,1/7/2016,01/07/2016,FRAGATA PRES. SARMIENTO 1023,FRAGATA PRES. SARMIENTO,1023,CABALLITO,COMUNA 6,1405,C1405APM,"-58,45432308","-34,61245731"
2016,11643,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,1/7/2016,01/07/2016,CHILE 701,CHILE,701,MONSERRAT,COMUNA 1,1098,C1098AAO,"-58,37609749","-34,61619201"
2016,11644,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,1/7/2016,01/07/2016,PIEDRAS 1201,PIEDRAS,1201,CONSTITUCION,COMUNA 1,1140,C1140ABA,"-58,37724293","-34,62215543"
2016,11645,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,1/7/2016,01/07/2016,ROSETI 1443,ROSETI,1443,VILLA ORTUZAR,COMUNA 15,1427,C1427BWC,"-58,46248218","-34,58175985"
2016,11646,Hellmans,Rebolucion S.A.,Cine Publicitario,1/7/2016,01/07/2016,"DUMONT, SANTOS 2724","DUMONT, SANTOS",2724,PALERMO,COMUNA 14,1426,C1426DDB,"-58,44125293","-34,57620348"
2016,11647,Jose Y El Climax,Fundacion Del Cine,Estudiantes,1/7/2016,01/07/2016,DEL LIBERTADOR AV. 1550,DEL LIBERTADOR AV.,1550,RECOLETA,COMUNA 2,1425,C1425AAO,"-58,39561217","-34,58361926"
2016,11648,Reserva Natural,Television Integral Srl,Estudiantes,2/7/2016,02/07/2016,"ACHAVAL RODRIGUEZ, T., DR. AV. 1550","ACHAVAL RODRIGUEZ, T., DR. AV.",1550,PUERTO MADERO,COMUNA 1,1107,C1107ACR,"-58,35644152","-34,61757672"
2016,11649,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,2/7/2016,02/07/2016,COSTA RICA 4545,COSTA RICA,4545,PALERMO,COMUNA 14,1414,C1414BSG,"-58,42577887","-34,58893205"
2016,11650,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,2/7/2016,02/07/2016,"FREYRE, MARCELINO E., CNEL. AV. 3780","FREYRE, MARCELINO E., CNEL. AV.",3780,PALERMO,COMUNA 14,1425,C1425CJA,"-58,42072236","-34,56929862"
2016,11651,Jose Y El Climax,Fundacion Del Cine,Estudiantes,2/7/2016,02/07/2016,GUIDO 1920,GUIDO,1920,RECOLETA,COMUNA 2,1119,C1119AAD,"-58,39116956","-34,58908142"
2016,11652,Jose Y El Climax,Fundacion Del Cine,Estudiantes,2/7/2016,02/07/2016,"GELLY Y OBES, GRAL. AV. 2300","GELLY Y OBES, GRAL. AV.",2300,RECOLETA,COMUNA 2,1425,C1425EMB,"-58,39641037","-34,58519043"
2016,11653,Olx,Primo Audiovisual S.R.L.,Cine Publicitario,2/7/2016,02/07/2016,LANTERI JULIETA 1520,LANTERI JULIETA,1520,PUERTO MADERO,COMUNA 1,1107,C1107CRG,"-58,36063099","-34,61505989"
2016,11654,Reset,Enerc,Estudiantes,3/7/2016,03/07/2016,ORURO 1350,ORURO,1350,SAN CRISTOBAL,COMUNA 3,1243,C1243ADD,"-58,40825305","-34,62676828"
2016,11655,Jose Y El Climax,Fundacion Del Cine,Estudiantes,3/7/2016,03/07/2016,GALILEO 2457,GALILEO,2457,RECOLETA,COMUNA 2,1425,C1425EJA,"-58,39746465","-34,5855069"
2016,11656,Jose Y El Climax,Fundacion Del Cine,Estudiantes,3/7/2016,03/07/2016,VITTORIA FRANCISCO DE 2359,VITTORIA FRANCISCO DE,2359,RECOLETA,COMUNA 2,1425,C1425ENA,"-58,39620857","-34,5861051"
2016,11657,Overpromisses,Rebolucion S.A.,Cine Publicitario,3/7/2016,03/07/2016,SARMIENTO 151,SARMIENTO,151,SAN NICOLAS,COMUNA 1,1041,C1041AAC,"-58,36937619","-34,60423472"
2016,11658,Jose Y El Climax,Fundacion Del Cine,Estudiantes,3/7/2016,03/07/2016,JUNIN 1850,JUNIN,1850,RECOLETA,COMUNA 2,1113,C1113AAV,"-58,39195372","-34,58728479"
2016,11659,Overpromisses,Rebolucion S.A.,Cine Publicitario,3/7/2016,03/07/2016,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 801","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",801,SAN NICOLAS,COMUNA 1,1035,C1035AAD,"-58,37821266","-34,60540926"
2016,11660,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,4/7/2016,04/07/2016,ARMENIA 1353,ARMENIA,1353,PALERMO,COMUNA 14,1414,C1414DKC,"-58,43083186","-34,59182864"
2016,11661,Divina,Pol-ka Producciones S.A.,Programa Televisivo,4/7/2016,04/07/2016,"FREYRE, MARCELINO E., CNEL. AV. 3601","FREYRE, MARCELINO E., CNEL. AV.",3601,PALERMO,COMUNA 14,,,"-58,42173285","-34,56860105"
2016,11662,Nafta Super,Crudo Films Srl,Programa Televisivo,4/7/2016,04/07/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11663,Overpromisses,Rebolucion S.A.,Cine Publicitario,4/7/2016,04/07/2016,IGUAZU 451,IGUAZU,451,PARQUE PATRICIOS,COMUNA 4,1437,C1437ETE,"-58,40599591","-34,64293357"
2016,11664,Las Hormigas,Mariana Wainstein,Cortometraje,4/7/2016,04/07/2016,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,"-58,41788399","-34,58373108"
2016,11665,Las Hormigas,Mariana Wainstein,Cortometraje,4/7/2016,04/07/2016,HONDURAS 4772,HONDURAS,4772,PALERMO,COMUNA 14,1414,C1414BML,"-58,42792782","-34,59026178"
2016,11666,Divina,Pol-ka Producciones S.A.,Programa Televisivo,5/7/2016,05/07/2016,IBERA 2800,IBERA,2800,Nuñez,COMUNA 13,1429,C1429CMP,"-58,46788863","-34,55542662"
2016,11667,Nafta Super,Crudo Films Srl,Programa Televisivo,5/7/2016,05/07/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11668,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,5/7/2016,05/07/2016,GORRITI 5822,GORRITI,5822,PALERMO,COMUNA 14,1414,C1414BKJ,"-58,43964353","-34,58314596"
2016,11669,Overpromisses,Rebolucion S.A.,Cine Publicitario,5/7/2016,05/07/2016,PEREYRA LUCENA 2674,PEREYRA LUCENA,2674,PALERMO,COMUNA 14,1425,C1425EDD,"-58,40056335","-34,58287806"
2016,11670,Las Hormigas,Mariana Wainstein,Cortometraje,5/7/2016,05/07/2016,VILELA 3501,VILELA,3501,SAAVEDRA,COMUNA 12,1430,C1430CEC,"-58,48151137","-34,54954096"
2016,11671,La Ciudad Y El Rio,Fundacion Del Cine,Estudiantes,5/7/2016,05/07/2016,"ACHAVAL RODRIGUEZ, T., DR. AV. 1450","ACHAVAL RODRIGUEZ, T., DR. AV.",1450,PUERTO MADERO,COMUNA 1,1107,C1107ACQ,"-58,35683152","-34,61664414"
2016,11672,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,5/7/2016,05/07/2016,"RIVAROLA, PANTALEON 2427","RIVAROLA, PANTALEON",2427,AGRONOMIA,COMUNA 15,1417,C1417FCA,"-58,48581475","-34,59579076"
2016,11673,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,5/7/2016,05/07/2016,CABOTO 301,CABOTO,301,BOCA,COMUNA 4,1157,C1157ABE,"-58,36013271","-34,6280306"
2016,11674,Las Hormigas,Mariana Wainstein,Cortometraje,5/7/2016,05/07/2016,ACOYTE AV. 76,ACOYTE AV.,76,CABALLITO,COMUNA 6,1405,C1405BFN,"-58,43700743","-34,6174419"
2016,11675,Nafta Super,Crudo Films Srl,Programa Televisivo,6/7/2016,06/07/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11676,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,6/7/2016,06/07/2016,MANSO JUANA 890,MANSO JUANA,890,PUERTO MADERO,COMUNA 1,1107,C1107CBR,"-58,36292595","-34,60807815"
2016,11677,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,6/7/2016,06/07/2016,CALLAO AV. 1145,CALLAO AV.,1145,RECOLETA,COMUNA 2,1023,C1023AAE,"-58,39316344","-34,59537513"
2016,11678,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,6/7/2016,06/07/2016,"FREYRE, MARCELINO E., CNEL. AV. 3780","FREYRE, MARCELINO E., CNEL. AV.",3780,PALERMO,COMUNA 14,1425,C1425CJA,"-58,42072236","-34,56929862"
2016,11679,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,6/7/2016,06/07/2016,CALLAO AV. 2045,CALLAO AV.,2045,RECOLETA,COMUNA 2,1024,C1024AAG,"-58,38649","-34,58718043"
2016,11680,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,6/7/2016,06/07/2016,COSTA RICA 4545,COSTA RICA,4545,PALERMO,COMUNA 14,1414,C1414BSG,"-58,42577887","-34,58893205"
2016,11681,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,6/7/2016,06/07/2016,DORREGO 2340,DORREGO,2340,PALERMO,COMUNA 14,1425,C1425GAN,"-58,43747406","-34,57651217"
2016,11682,Axe Magic Hunter,Aleta S.R.L.,Cine Publicitario,6/7/2016,06/07/2016,CALLAO AV. 845,CALLAO AV.,845,RECOLETA,COMUNA 2,1023,C1023AAB,"-58,39290683","-34,59902953"
2016,11683,Xperia,Drimburo S.A.,Cine Publicitario,6/7/2016,06/07/2016,"VILLAFAÃ‘E, WENCESLAO 1","VILLAFAÃ‘E, WENCESLAO",1,BOCA,COMUNA 4,1160,C1160AEA,"-58,35500671","-34,62954017"
2016,11684,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,6/7/2016,06/07/2016,"VEGA, NICETO, CNEL. AV. 5510","VEGA, NICETO, CNEL. AV.",5510,PALERMO,COMUNA 14,1414,C1414BFD,"-58,43873156","-34,58723867"
2016,11685,Olx,Primo Audiovisual S.R.L.,Cine Publicitario,6/7/2016,06/07/2016,LANTERI JULIETA 1520,LANTERI JULIETA,1520,PUERTO MADERO,COMUNA 1,1107,C1107CRG,"-58,36063099","-34,61505989"
2016,11686,Xperia,Drimburo S.A.,Cine Publicitario,6/7/2016,06/07/2016,DON PEDRO DE MENDOZA AV. 1801,DON PEDRO DE MENDOZA AV.,1801,BOCA,COMUNA 4,1169,C1169AAC,"-58,36055591","-34,63896784"
2016,11687,Xperia,Drimburo S.A.,Cine Publicitario,6/7/2016,06/07/2016,VILLARINO 2301,VILLARINO,2301,BARRACAS,COMUNA 4,1273,C1273ADG,"-58,37805835","-34,65392665"
2016,11688,Claro,Oruga Films S.A.,Cine Publicitario,6/7/2016,06/07/2016,QUERANDIES 4290,QUERANDIES,4290,ALMAGRO,COMUNA 5,1183,C1183AGB,"-58,42667735","-34,61119508"
2016,11689,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,7/7/2016,07/07/2016,PIEDRAS 1960,PIEDRAS,1960,BARRACAS,COMUNA 4,1140,C1140ABP,"-58,37223938","-34,63054397"
2016,11690,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,OLAZABAL 2978,OLAZABAL,2978,BELGRANO,COMUNA 13,1428,C1428DHY,"-58,4636233","-34,56337284"
2016,11691,Xperia,Drimburo S.A.,Cine Publicitario,7/7/2016,07/07/2016,GUANAHANI 101,GUANAHANI,101,CONSTITUCION,COMUNA 1,1274,C1274ACA,"-58,37952902","-34,63222008"
2016,11692,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,ESTADOS UNIDOS 301,ESTADOS UNIDOS,301,SAN TELMO,COMUNA 1,1101,C1101AAG,"-58,37031288","-34,61839286"
2016,11693,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,ECHEVERRIA 3234,ECHEVERRIA,3234,BELGRANO,COMUNA 13,1428,C1428DTB,"-58,46403061","-34,56783682"
2016,11694,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,DEFENSA 501,DEFENSA,501,MONSERRAT,COMUNA 1,1065,C1065AAI,"-58,37189535","-34,61371021"
2016,11695,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2016,11696,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,MALASIA 801,MALASIA,801,PALERMO,COMUNA 14,1426,C1426BNA,"-58,4392656","-34,56947464"
2016,11697,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,SAN LORENZO 301,SAN LORENZO,301,SAN TELMO,COMUNA 1,1064,C1064AFC,"-58,37039164","-34,61657381"
2016,11698,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,"LARRALDE, CRISOLOGO AV. 2956","LARRALDE, CRISOLOGO AV.",2956,Nuñez,COMUNA 13,1429,C1429BTW,"-58,47320724","-34,5518005"
2016,11699,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,REPUBLICA BOLIVARIANA DE VENEZUELA 330,REPUBLICA BOLIVARIANA DE VENEZUELA,330,MONSERRAT,COMUNA 1,1095,C1095AAH,"-58,37096445","-34,61360554"
2016,11700,Entre Todos,Tres Planos Cine S.A.,Cine Publicitario,7/7/2016,07/07/2016,"SANCHEZ, MIGUEL B. AV. 1001","SANCHEZ, MIGUEL B. AV.",1001,Nuñez,COMUNA 13,1429,,"-58,45544853","-34,542492"
2016,11701,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,8/7/2016,08/07/2016,LIMA 1097,LIMA,1097,CONSTITUCION,COMUNA 1,1073,C1073AAU,"-58,38152269","-34,62063363"
2016,11702,Overpromisses,Rebolucion S.A.,Cine Publicitario,8/7/2016,08/07/2016,PEREYRA LUCENA 2674,PEREYRA LUCENA,2674,PALERMO,COMUNA 14,1425,C1425EDD,"-58,40056335","-34,58287806"
2016,11703,Xperia,Drimburo S.A.,Cine Publicitario,8/7/2016,08/07/2016,AGUERO 2502,AGUERO,2502,RECOLETA,COMUNA 2,1425,C1425EID,"-58,39775382","-34,58475956"
2016,11704,Xperia,Drimburo S.A.,Fotografia,8/7/2016,08/07/2016,LANTERI JULIETA 1501,LANTERI JULIETA,1501,PUERTO MADERO,COMUNA 1,,,"-58,36069806","-34,6148305"
2016,11705,Xperia,Drimburo S.A.,Fotografia,8/7/2016,08/07/2016,RIVADAVIA AV. 2431,RIVADAVIA AV.,2431,BALVANERA,COMUNA 3,1034,C1034ACD,"-58,40084028","-34,60975001"
2016,11706,Xperia,Drimburo S.A.,Fotografia,8/7/2016,08/07/2016,"MITRE, BARTOLOME 1501","MITRE, BARTOLOME",1501,SAN NICOLAS,COMUNA 1,1037,C1037ABC,"-58,38796678","-34,6076901"
2016,11707,Overpromisses,Rebolucion S.A.,Cine Publicitario,8/7/2016,08/07/2016,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 801","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",801,SAN NICOLAS,COMUNA 1,1035,C1035AAD,"-58,37821266","-34,60540926"
2016,11708,Xperia,Drimburo S.A.,Cine Publicitario,8/7/2016,08/07/2016,"DEALESSI, PIERINA 1701","DEALESSI, PIERINA",1701,PUERTO MADERO,COMUNA 1,,,"-58,36294633","-34,61803284"
2016,11709,Mixx Tail Teaser,Aguirrefilms Srl,Cine Publicitario,10/7/2016,10/07/2016,CHARLONE 409,CHARLONE,409,CHACARITA,COMUNA 15,1427,C1427BXI,"-58,45036305","-34,58330996"
2016,11710,Mixx Tail Teaser,Aguirrefilms Srl,Cine Publicitario,10/7/2016,10/07/2016,ESTADOS UNIDOS 25,ESTADOS UNIDOS,25,SAN TELMO,COMUNA 1,1101,C1101AAA,"-58,36690375","-34,61809329"
2016,11711,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,11/7/2016,11/07/2016,"LACROZE, FEDERICO AV. 4001","LACROZE, FEDERICO AV.",4001,CHACARITA,COMUNA 15,1427,C1427EDF,"-58,45412587","-34,58524556"
2016,11712,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,12/7/2016,12/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTUZAR,COMUNA 15,1427,C1427CRM,"-58,46677513","-34,58470338"
2016,11713,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,12/7/2016,12/07/2016,"D'ESPOSITO, ARNALDO 151","D'ESPOSITO, ARNALDO",151,BOCA,COMUNA 4,1156,C1156ABA,"-58,36418226","-34,62657691"
2016,11714,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,12/7/2016,12/07/2016,CABOTO 301,CABOTO,301,BOCA,COMUNA 4,1157,C1157ABE,"-58,36013271","-34,6280306"
2016,11715,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,13/7/2016,13/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTUZAR,COMUNA 15,1427,C1427CRM,"-58,46677513","-34,58470338"
2016,11716,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,13/7/2016,13/07/2016,CONDE 1,CONDE,1,COLEGIALES,COMUNA 13,1426,C1426AYA,"-58,44345044","-34,58178231"
2016,11717,Divina,Pol-ka Producciones S.A.,Programa Televisivo,14/7/2016,14/07/2016,GAVILAN 2300,GAVILAN,2300,VILLA GRAL. MITRE,COMUNA 11,1416,C1416ACV,"-58,47400941","-34,60541154"
2016,11718,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,14/7/2016,14/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTUZAR,COMUNA 15,1427,C1427CRM,"-58,46677513","-34,58470338"
2016,11719,Universal Csi,Rozca S.A.,Cine Publicitario,14/7/2016,14/07/2016,CASTEX 3601,CASTEX,3601,PALERMO,COMUNA 14,1425,C1425CDK,"-58,40757636","-34,57609692"
2016,11720,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,14/7/2016,14/07/2016,"CUBAS, JOSE 3599","CUBAS, JOSE",3599,VILLA DEVOTO,COMUNA 11,1419,C1419GNC,"-58,50941914","-34,59426915"
2016,11721,Union,Puenzo Hnos. S.A.,Cine Publicitario,14/7/2016,14/07/2016,"DUMONT, SANTOS 2724","DUMONT, SANTOS",2724,PALERMO,COMUNA 14,1426,C1426DDB,"-58,44125293","-34,57620348"
2016,11722,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,15/7/2016,15/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTUZAR,COMUNA 15,1427,C1427CRM,"-58,46677513","-34,58470338"
2016,11723,Reserva Natural,Television Integral Srl,Estudiantes,16/7/2016,16/07/2016,"ACHAVAL RODRIGUEZ, T., DR. AV. 1550","ACHAVAL RODRIGUEZ, T., DR. AV.",1550,PUERTO MADERO,COMUNA 1,1107,C1107ACR,"-58,35644152","-34,61757672"
2016,11724,2016-01 La Vida Es Basura,Universidad Nacional De Las Artes,Estudiantes,16/7/2016,16/07/2016,"MITRE, BARTOLOME 400","MITRE, BARTOLOME",400,SAN NICOLAS,COMUNA 1,1036,C1036AAF,"-58,37214629","-34,60668529"
2016,11725,2016-01 La Vida Es Basura,Universidad Nacional De Las Artes,Estudiantes,16/7/2016,16/07/2016,RECONQUISTA 100,RECONQUISTA,100,SAN NICOLAS,COMUNA 1,1003,C1003ABB,"-58,3722895","-34,60675931"
2016,11726,Santa Clara,48m2 S.A.,Cine Publicitario,16/7/2016,16/07/2016,DARWIN 1154,DARWIN,1154,VILLA CRESPO,COMUNA 15,1414,C1414CUX,"-58,4402843","-34,59007297"
2016,11727,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,18/7/2016,18/07/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-58,3612845","-34,61351946"
2016,11728,Alanis,Varsovia Films Srl,Largometraje Nacional,19/7/2016,19/07/2016,ECUADOR 12,ECUADOR,12,BALVANERA,COMUNA 3,1214,C1214ABB,"-58,40893267","-34,6100961"
2016,11729,Alanis,Varsovia Films Srl,Largometraje Nacional,19/7/2016,19/07/2016,RIVADAVIA AV. 3078,RIVADAVIA AV.,3078,BALVANERA,COMUNA 3,1203,C1203AAP,"-58,40978972","-34,61047473"
2016,11730,La Ciudad Y El Rio,Fundacion Del Cine,Estudiantes,19/7/2016,19/07/2016,"ACHAVAL RODRIGUEZ, T., DR. AV. 1450","ACHAVAL RODRIGUEZ, T., DR. AV.",1450,PUERTO MADERO,COMUNA 1,1107,C1107ACQ,"-58,35683152","-34,61664414"
2016,11731,Todopago,48m2 S.A.,Cine Publicitario,19/7/2016,19/07/2016,LA PAMPA 4022,LA PAMPA,4022,VILLA ORTUZAR,COMUNA 15,1430,C1430BXP,"-58,47020155","-34,57417268"
2016,11732,Ted,48m2 S.A.,Cine Publicitario,19/7/2016,19/07/2016,ESTADOS UNIDOS 335,ESTADOS UNIDOS,335,SAN TELMO,COMUNA 1,1101,C1101AAG,"-58,37059604","-34,61840445"
2016,11733,Alanis,Varsovia Films Srl,Largometraje Nacional,19/7/2016,19/07/2016,"ALSINA, ADOLFO 3078","ALSINA, ADOLFO",3078,BALVANERA,COMUNA 3,1207,C1207AAF,"-58,4097344","-34,61270728"
2016,11734,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,20/7/2016,20/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTUZAR,COMUNA 15,1427,C1427CRM,"-58,46677513","-34,58470338"
2016,11735,Ted,48m2 S.A.,Cine Publicitario,20/7/2016,20/07/2016,"MAGARIÃ‘OS CERVANTES, A. 1925","MAGARIÃ‘OS CERVANTES, A.",1925,VILLA GRAL. MITRE,COMUNA 11,1416,C1416DYM,"-58,46770701","-34,60725671"
2016,11736,Mr Musculo,Huinca Cine Sa,Cine Publicitario,20/7/2016,20/07/2016,CORDOBA AV. 5272,CORDOBA AV.,5272,VILLA CRESPO,COMUNA 15,1414,C1414BAX,"-58,43693237","-34,58985053"
2016,11737,Alanis,Varsovia Films Srl,Largometraje Nacional,21/7/2016,21/07/2016,PASTEUR 373,PASTEUR,373,BALVANERA,COMUNA 3,1028,C1028AAG,"-58,39940353","-34,60505628"
2016,11738,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,21/7/2016,21/07/2016,CABOTO 301,CABOTO,301,BOCA,COMUNA 4,1157,C1157ABE,"-58,36013271","-34,6280306"
2016,11739,Impropias,Fundacion Del Cine,Estudiantes,21/7/2016,21/07/2016,GUEMES 3454,GUEMES,3454,PALERMO,COMUNA 14,1425,C1425BKL,"-58,41247747","-34,58957237"
2016,11740,Impropias,Fundacion Del Cine,Estudiantes,21/7/2016,21/07/2016,"DIAZ, CNEL. AV. 2160","DIAZ, CNEL. AV.",2160,PALERMO,COMUNA 14,1425,C1425DQU,"-58,40857683","-34,58674549"
2016,11741,Impropias,Fundacion Del Cine,Estudiantes,21/7/2016,21/07/2016,BILLINGHURST 2550,BILLINGHURST,2550,PALERMO,COMUNA 14,1425,C1425DTZ,"-58,4034965","-34,58276389"
2016,11742,Impropias,Fundacion Del Cine,Estudiantes,21/7/2016,21/07/2016,VIDT 1950,VIDT,1950,PALERMO,COMUNA 14,1425,C1425DJH,"-58,4142603","-34,58935554"
2016,11743,Alanis,Varsovia Films Srl,Largometraje Nacional,21/7/2016,21/07/2016,SANCHEZ DE BUSTAMANTE 113,SANCHEZ DE BUSTAMANTE,113,BALVANERA,COMUNA 3,1173,C1173ABA,"-58,41456197","-34,60910236"
2016,11744,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,22/7/2016,22/07/2016,"D'ESPOSITO, ARNALDO 151","D'ESPOSITO, ARNALDO",151,BOCA,COMUNA 4,1156,C1156ABA,"-58,36418226","-34,62657691"
2016,11745,Juana Canta Colores,Vanesa Weimer,Cortometraje,22/7/2016,22/07/2016,MONASTERIO 101,MONASTERIO,101,PARQUE PATRICIOS,COMUNA 4,1284,C1284AEC,"-58,39559032","-34,6365449"
2016,11746,Mr Musculo,Huinca Cine Sa,Cine Publicitario,22/7/2016,22/07/2016,O'HIGGINS 4258,O'HIGGINS,4258,Nuñez,COMUNA 13,1429,C1429BCD,"-58,46788401","-34,54210871"
2016,11747,Impropias,Fundacion Del Cine,Estudiantes,22/7/2016,22/07/2016,DEL LIBERTADOR AV. 2698,DEL LIBERTADOR AV.,2698,PALERMO,COMUNA 14,1425,C1425AAZ,"-58,40791249","-34,57839299"
2016,11748,Impropias,Fundacion Del Cine,Estudiantes,22/7/2016,22/07/2016,AGUERO 2450,AGUERO,2450,RECOLETA,COMUNA 2,1425,C1425EIB,"-58,39813182","-34,58499205"
2016,11749,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,25/7/2016,25/07/2016,"OBLIGADO RAFAEL, AV.COSTANERA 7400","OBLIGADO RAFAEL, AV.COSTANERA",7400,BELGRANO,COMUNA 13,1428,C1428EIW,"-58,43603087","-34,54267652"
