PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2012,8811,C.A.E.M.,Huinca Cine Sa,Cine Publicitario,27/1/2012,27/01/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 567","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",567,SAN NICOLAS,COMUNA 1,1035,C1035AAA,"-58,37471268","-34,60724382"
2011,8812,Mtv Busk,Mtv Networks Argentina Srl,Video Clip,15/8/2011,15/08/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 600","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",600,SAN NICOLAS,COMUNA 1,1035,C1035AAN,"-58,37497167","-34,60732401"
2011,8813,Todo Igual,Oruga Films S.A.,Cine Publicitario,19/8/2011,19/08/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 600","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",600,SAN NICOLAS,COMUNA 1,1035,C1035AAN,"-58,37497167","-34,60732401"
2013,8814,Belvita,Altana Films S.A.,Cine Publicitario,15/2/2013,15/02/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 601","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",601,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37562311","-34,60676983"
2013,8815,Especial Abuelas De Plaza De Mayo - Teatro X La Identidad,Radio Y Television Argentina Se,Programa Televisivo,14/10/2013,14/10/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 601","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",601,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37562311","-34,60676983"
2015,8816,Hielo,Primo Audiovisual S.R.L.,Cine Publicitario,20/2/2015,20/02/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 601","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",601,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37562311","-34,60676983"
2012,8817,Osde,Ladoblea S.A.,Cine Publicitario,14/7/2012,14/07/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 601","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",601,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37562311","-34,60676983"
2013,8818,Ondemand,Poster Pagsa Srl,Cine Publicitario,11/10/2013,11/10/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 605","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",605,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37564389","-34,60675896"
2014,8819,The Box,Nunchaku Cine Srl,Cine Publicitario,4/12/2014,04/12/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 614","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",614,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37515615","-34,60722821"
2013,8820,Buchanan`s,Ladoblea S.A.,Cine Publicitario,15/6/2013,15/06/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 615","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",615,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37569583","-34,60673176"
2014,8821,Maltizz,Rebolucion S.A.,Cine Publicitario,2/8/2014,02/08/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 615","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",615,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37569583","-34,60673176"
2011,8822,New Age,Cambre Ungar Joaquin Peskins Diego Sh,Cine Publicitario,28/4/2011,28/04/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 615","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",615,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37569583","-34,60673176"
2013,8823,Sprite,Bvf Srl,Cine Publicitario,2/8/2013,02/08/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 615","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",615,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37569583","-34,60673176"
2011,8824,Bacardi,Pioneras Producciones Sa,Cine Publicitario,3/4/2011,03/04/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 616","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",616,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37515615","-34,60722821"
2011,8825,Hollywood,Primo Audiovisual S.R.L.,Cine Publicitario,5/8/2011,05/08/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 616","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",616,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37515615","-34,60722821"
2012,8826,Levite,Oruga Films S.A.,Cine Publicitario,9/11/2012,09/11/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 616","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",616,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37515615","-34,60722821"
2012,8827,Levite,Oruga Films S.A.,Cine Publicitario,23/11/2012,23/11/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 616","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",616,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37515615","-34,60722821"
2014,8828,Milka,Cooperativa De Trabajo Procine Productora Cinematografica Argentina Limitada,Cine Publicitario,9/5/2014,09/05/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 616","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",616,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37515615","-34,60722821"
2014,8829,Mad Moves,Labhouse S.A.,Cine Publicitario,16/12/2014,16/12/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 617","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",617,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37570622","-34,60672633"
2012,8830,Miller,Labhouse S.A.,Cine Publicitario,17/3/2012,17/03/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 617","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",617,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37570622","-34,60672633"
2013,8831,Nba,Goodgate Sa,Cine Publicitario,1/4/2013,01/04/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 617","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",617,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37570622","-34,60672633"
2015,8832,Telekom,Primo Audiovisual S.R.L.,Cine Publicitario,27/2/2015,27/02/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 617","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",617,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37570622","-34,60672633"
2014,8833,Turn In Down,Primo Audiovisual S.R.L.,Cine Publicitario,14/12/2014,14/12/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 617","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",617,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37570622","-34,60672633"
2011,8834,Change Insurance,Ladoblea S.A.,Cine Publicitario,14/12/2011,14/12/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 620","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",620,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37536479","-34,60711899"
2011,8835,Ibm,Orbit Producciones Sa,Cine Publicitario,23/7/2011,23/07/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 620","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",620,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37536479","-34,60711899"
2011,8836,Sabra,Altana Films S.A.,Cine Publicitario,15/5/2011,15/05/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 620","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",620,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37536479","-34,60711899"
2011,8837,Lays Promos,Muuamed Srl,Cine Publicitario,7/3/2011,07/03/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 621","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",621,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,375727","-34,60671545"
2011,8838,Lays Promos,Muuamed Srl,Cine Publicitario,6/3/2011,06/03/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 621","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",621,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,375727","-34,60671545"
2014,8839,City Portenia,Genomma Laboratories Argentina S.A.,Cine Publicitario,13/1/2014,13/01/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 621","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",621,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,375727","-34,60671545"
2011,8840,The Great Undress,Pioneras Producciones Sa,Cine Publicitario,27/1/2011,27/01/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 625","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",625,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37574778","-34,60670457"
2011,8841,Atacama2,Lnd Srl,Cine Publicitario,7/10/2011,07/10/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 636","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",636,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37552226","-34,60703656"
2014,8842,Guapas,Pol-ka Producciones S.A.,Programa Televisivo,20/2/2014,20/02/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 636","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",636,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37552226","-34,60703656"
2013,8843,Halls,Awards Cine Srl,Cine Publicitario,11/5/2013,11/05/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 637","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",637,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37578918","-34,60668262"
2012,8844,Activia,Jacaranda Films S.A.,Cine Publicitario,8/6/2012,08/06/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 647","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",647,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37596756","-34,60658925"
2015,8845,Genes,Az Films S.A.,Cortometraje,15/7/2015,15/07/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 650","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",650,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37555082","-34,60702189"
2011,8846,Montepio,Fight By Flehner Sa,Cine Publicitario,20/3/2011,20/03/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 650","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",650,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37555082","-34,60702189"
2015,8847,Scheego / Schwab,Pablo Limarzi,Fotografia,18/1/2015,18/01/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 650","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",650,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37555082","-34,60702189"
2011,8848,Montepio,Fight By Flehner Sa,Cine Publicitario,19/3/2011,19/03/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 651","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",651,SAN NICOLAS,COMUNA 1,1035,C1035AAB,"-58,37596756","-34,60658925"
2011,8849,Sol,Labhouse S.A.,Cine Publicitario,4/11/2011,04/11/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 660","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",660,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37620882","-34,60667746"
2012,8850,Ensaladeros,Cine Publicitario S.R.L.,Cine Publicitario,8/12/2012,08/12/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 678","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",678,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37642531","-34,60634963"
2013,8851,El Productor,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Cortometraje,15/11/2013,15/11/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 700","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",700,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37683322","-34,6061361"
2012,8852,Orange,Rozca S.A.,Cine Publicitario,14/1/2012,14/01/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 700","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",700,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37683322","-34,6061361"
2015,8853,A&e Television,Nube Pictures S.R.L.,Programa Televisivo,17/10/2015,17/10/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 700","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",700,SAN NICOLAS,COMUNA 1,1035,C1035AAO,"-58,37683322","-34,6061361"
2012,8854,Ibumejoral,Rozca S.A.,Cine Publicitario,7/7/2012,07/07/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 701","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",701,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37654552","-34,60628672"
2015,8855,Chevy,Goodgate Sa,Cine Publicitario,10/4/2015,10/04/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 717","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",717,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37684553","-34,60612899"
2015,8856,Toyota Alphard,Nunchaku Cine Srl,Cine Publicitario,20/3/2015,20/03/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 717","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",717,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37684553","-34,60612899"
2011,8857,Anarchy,Pioneras Producciones Sa,Cine Publicitario,14/4/2011,14/04/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 720","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",720,SAN NICOLAS,COMUNA 1,1035,C1035AAP,"-58,37677685","-34,6063809"
2011,8858,Tkmaxx,Altana Films S.A.,Cine Publicitario,11/2/2011,11/02/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 721","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",721,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37707319","-34,6060092"
2011,8859,Tkmaxx,Altana Films S.A.,Cine Publicitario,13/2/2011,13/02/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 721","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",721,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37707319","-34,6060092"
2014,8860,Cien Anios De Perdon,Capital Intelectual S.A.,Largometraje,31/10/2014,31/10/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 725","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",725,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37713437","-34,60597708"
2013,8861,Hinds,Primo Audiovisual S.R.L.,Cine Publicitario,18/9/2013,18/09/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 725","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",725,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37713437","-34,60597708"
2015,8862,Lovin Story,I-real Srl,Cine Publicitario,10/7/2015,10/07/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 725","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",725,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37713437","-34,60597708"
2011,8863,Gatorade,Producciones Svb Sa,Cine Publicitario,22/2/2011,22/02/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 750","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",750,SAN NICOLAS,COMUNA 1,1035,C1035AAP,"-58,37714492","-34,60618768"
2011,8864,Magistral,Lopez Y Garriga Srl,Cine Publicitario,21/5/2011,21/05/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 765","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",765,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,37774612","-34,60565594"
2013,8865,Complicate Yourself 30,Ringo Buenos Aires Sa,Cine Publicitario,20/9/2013,20/09/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 795","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",795,SAN NICOLAS,COMUNA 1,1035,C1035AAC,"-58,3778461","-34,60571156"
2012,8866,26 Personas Para Salvar Al Mundo,Imagen Satelital Sa,Programa Televisivo,8/1/2012,08/01/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 800","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",800,SAN NICOLAS,COMUNA 1,1035,C1035AAP,"-58,37752668","-34,6059891"
2013,8867,Hnos Petersen (el Banquete),2 Pandas Producciones Srl,Programa Televisivo,1/6/2013,01/06/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 800","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",800,SAN NICOLAS,COMUNA 1,1035,C1035AAP,"-58,37752668","-34,6059891"
2011,8868,Tmn,Mondo Cine Srl,Cine Publicitario,7/1/2011,07/01/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 800","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",800,SAN NICOLAS,COMUNA 1,1035,C1035AAP,"-58,37752668","-34,6059891"
2014,8869,Rexona Female/male,Primo Audiovisual S.R.L.,Cine Publicitario,19/12/2014,19/12/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 801","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",801,SAN NICOLAS,COMUNA 1,1035,C1035AAD,"-58,37821266","-34,60540926"
2011,8870,Grolsh,Basica Cine S.A.,Cine Publicitario,7/12/2011,07/12/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 802","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",802,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37797866","-34,60564199"
2014,8871,Dr Pepper,Rebolucion S.A.,Cine Publicitario,22/11/2014,22/11/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 811","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",811,SAN NICOLAS,COMUNA 1,1035,C1035AAD,"-58,37821266","-34,60540926"
2014,8872,Eni. Logo Nuevo,Primo Audiovisual S.R.L.,Cine Publicitario,14/3/2014,14/03/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 811","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",811,SAN NICOLAS,COMUNA 1,1035,C1035AAD,"-58,37821266","-34,60540926"
2013,8873,Evian - Babies,Primo Audiovisual S.R.L.,Cine Publicitario,18/1/2013,18/01/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 812","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",812,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37812227","-34,60556661"
2013,8874,Evian - Babies,Primo Audiovisual S.R.L.,Cine Publicitario,21/1/2013,21/01/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 812","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",812,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37812227","-34,60556661"
2013,8875,Evian - Babies,Primo Audiovisual S.R.L.,Cine Publicitario,29/1/2013,29/01/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 812","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",812,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37812227","-34,60556661"
2011,8876,Erdf,Lomo Cine S.R.L.,Cine Publicitario,27/10/2011,27/10/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 820","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",820,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37823715","-34,60550631"
2011,8877,Orange / Delfin / Redes,Fight By Flehner Sa,Cine Publicitario,10/5/2011,10/05/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 832","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",832,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37840948","-34,60541586"
2014,8878,Shell,Nunchaku Cine Srl,Cine Publicitario,5/10/2014,05/10/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 832","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",832,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37840948","-34,60541586"
2013,8879,Zirtec,Labhouse S.A.,Cine Publicitario,10/12/2013,10/12/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 840","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",840,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,37852436","-34,60535555"
2015,8880,Chevrolet,Dorothy Films Srl,Fotografia,17/4/2015,17/04/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 844","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",844,SAN NICOLAS,COMUNA 1,1035,C1035AAQ,"-58,3785818","-34,6053254"
2015,8881,Paty Te Quiero,Labhouse S.A.,Cine Publicitario,12/10/2015,12/10/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 895","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",895,SAN NICOLAS,COMUNA 1,1035,C1035AAD,"-58,37898658","-34,60500303"
2012,8882,Lynch,Utopica Group Srl,Programa Televisivo,23/11/2012,23/11/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
2012,8883,Lynch,Utopica Group Srl,Programa Televisivo,30/11/2012,30/11/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
2014,8884,Mundial,Palermo Films Sa,Cine Publicitario,11/5/2014,11/05/2014,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
2012,8885,Rexona,Rebolucion S.A.,Cine Publicitario,21/4/2012,21/04/2012,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
2015,8886,Supervielle Claves,Tres Planos Cine S.A.,Cine Publicitario,24/7/2015,24/07/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
2013,8887,Tango: Pasion Argentina,Radio Y Television Argentina Se,Programa Televisivo,16/3/2013,16/03/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
2013,8888,Tango: Pasion Argentina,Radio Y Television Argentina Se,Programa Televisivo,13/4/2013,13/04/2013,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
2011,8889,Toyota,Altana Films S.A.,Cine Publicitario,9/10/2011,09/10/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 901","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",901,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,37960816","-34,60467981"
